Orthogroup	Duplications (all)	Duplications (50% support)
OG0010656	10	10
OG0010657	9	9
OG0010658	10	10
OG0010659	9	8
OG0010660	8	8
OG0010661	10	10
OG0010662	4	4
OG0010663	9	9
OG0010664	7	7
OG0010665	14	14
OG0010666	14	14
OG0010667	9	8
OG0010668	10	10
OG0010669	11	10
OG0010670	10	10
OG0010671	10	9
OG0010672	6	6
OG0010673	11	11
OG0010674	13	13
OG0010675	10	10
OG0010676	14	14
OG0010677	14	14
OG0010678	8	8
OG0010679	11	11
OG0010680	10	10
OG0010681	11	11
OG0010682	12	12
OG0010683	7	7
OG0010684	10	10
OG0010685	12	12
OG0010686	12	12
OG0010687	10	10
OG0010688	11	11
OG0010689	12	12
OG0010690	12	12
OG0010691	9	9
OG0010692	12	12
OG0010693	11	11
OG0010694	10	10
OG0010695	8	8
OG0010696	10	10
OG0010697	11	11
OG0010698	11	11
OG0010699	11	11
OG0010700	10	10
OG0010701	9	9
OG0010702	10	10
OG0010703	11	11
OG0010704	9	9
OG0010705	9	6
OG0010706	10	10
OG0010707	14	14
OG0010708	8	8
OG0010709	11	11
OG0010710	7	7
OG0010711	10	10
OG0010712	11	11
OG0010713	11	11
OG0010714	8	8
OG0010715	11	11
OG0010716	11	11
OG0010717	11	11
OG0010718	8	8
OG0010719	6	5
OG0010720	10	10
OG0010721	9	9
OG0010722	9	9
OG0010723	9	9
OG0010724	11	11
OG0010725	10	8
OG0010726	10	10
OG0010727	11	11
OG0010728	11	11
OG0010729	10	10
OG0010730	12	12
OG0010731	9	9
OG0010732	9	9
OG0010733	10	10
OG0010734	11	11
OG0010735	11	11
OG0010736	9	9
OG0010737	11	11
OG0010738	12	12
OG0010739	9	9
OG0010740	10	10
OG0010741	9	9
OG0010742	10	10
OG0010743	11	11
OG0010744	11	11
OG0010745	12	12
OG0010746	11	11
OG0010747	12	12
OG0010748	12	12
OG0010749	11	11
OG0010750	10	10
OG0010751	11	11
OG0010752	12	12
OG0010753	14	14
OG0010754	11	11
OG0010755	13	13
OG0010756	13	13
OG0010757	14	14
OG0010758	13	13
OG0010759	14	14
OG0010760	14	14
OG0010761	14	14
OG0010762	14	14
OG0010763	14	14
OG0010764	14	14
OG0010765	14	14
OG0010766	14	14
OG0010767	14	14
OG0010768	14	14
OG0010769	14	14
OG0010770	14	14
OG0010771	14	14
OG0010772	14	14
OG0010773	14	14
OG0010774	14	14
OG0010775	14	14
OG0010776	14	14
OG0010777	14	14
OG0010778	14	14
OG0010779	14	14
OG0010780	13	13
OG0010781	5	5
OG0010782	13	13
OG0010783	13	13
OG0010784	6	6
OG0010785	12	12
OG0010786	6	6
OG0010787	4	4
OG0010788	10	10
OG0010789	3	2
OG0010790	13	13
OG0010791	10	10
OG0010792	7	7
OG0010793	3	2
OG0010794	5	4
OG0010795	13	13
OG0010796	5	5
OG0010797	5	5
OG0010798	13	13
OG0010799	5	5
OG0010800	5	5
OG0010801	8	8
OG0010802	7	7
OG0010803	4	2
OG0010804	13	13
OG0010805	13	13
OG0010806	5	5
OG0010807	6	6
OG0010808	4	4
OG0010809	7	5
OG0010810	4	3
OG0010811	5	5
OG0010812	7	7
OG0010813	5	5
OG0010814	5	5
OG0010815	6	6
OG0010816	7	7
OG0010817	6	6
OG0010818	4	3
OG0010819	4	3
OG0010820	4	4
OG0010821	6	6
OG0010822	7	5
OG0010823	6	6
OG0010824	6	6
OG0010825	7	7
OG0010826	5	5
OG0010827	12	12
OG0010828	5	5
OG0010829	6	6
OG0010830	5	4
OG0010831	4	3
OG0010832	4	2
OG0010833	7	7
OG0010834	6	6
OG0010835	5	5
OG0010836	6	6
OG0010837	6	6
OG0010838	7	7
OG0010839	13	13
OG0010840	5	3
OG0010841	6	6
OG0010842	4	4
OG0010843	4	2
OG0010844	4	4
OG0010845	13	13
OG0010846	6	6
OG0010847	4	4
OG0010848	5	4
OG0010849	8	8
OG0010850	12	12
OG0010851	5	5
OG0010852	4	3
OG0010853	6	6
OG0010854	5	3
OG0010855	4	3
OG0010856	5	5
OG0010857	5	5
OG0010858	6	5
OG0010859	5	5
OG0010860	5	5
OG0010861	6	6
OG0010862	6	6
OG0010863	5	5
OG0010864	5	5
OG0010865	6	6
OG0010866	3	2
OG0010867	6	6
OG0010868	5	5
OG0010869	6	6
OG0010870	7	7
OG0010871	5	5
OG0010872	4	3
OG0010873	5	5
OG0010874	6	6
OG0010875	3	3
OG0010876	6	6
OG0010877	6	6
OG0010878	6	6
OG0010879	5	5
OG0010880	5	5
OG0010881	8	8
OG0010882	6	6
OG0010883	7	7
OG0010884	5	5
OG0010885	6	6
OG0010886	5	4
OG0010887	6	6
OG0010888	8	8
OG0010889	5	5
OG0010890	13	13
OG0010891	4	4
OG0010892	7	7
OG0010893	6	6
OG0010894	6	6
OG0010895	4	4
OG0010896	5	5
OG0010897	5	2
OG0010898	5	5
OG0010899	6	6
OG0010900	4	4
OG0010901	5	5
OG0010902	6	6
OG0010903	6	6
OG0010904	3	2
OG0010905	5	5
OG0010906	5	4
OG0010907	7	7
OG0010908	9	9
OG0010909	4	3
OG0010910	4	4
OG0010911	11	11
OG0010912	6	6
OG0010913	6	6
OG0010914	7	7
OG0010915	6	6
OG0010916	6	6
OG0010917	5	5
OG0010918	6	6
OG0010919	6	6
OG0010920	5	5
OG0010921	5	5
OG0010922	6	6
OG0010923	10	10
OG0010924	6	6
OG0010925	13	13
OG0010926	3	3
OG0010927	6	6
OG0010928	4	4
OG0010929	5	5
OG0010930	5	5
OG0010931	2	2
OG0010932	7	7
OG0010933	6	6
OG0010934	6	6
OG0010935	6	5
OG0010936	6	4
OG0010937	6	5
OG0010938	4	4
OG0010939	7	7
OG0010940	4	3
OG0010941	4	4
OG0010942	6	6
OG0010943	1	1
OG0010944	6	5
OG0010945	4	3
OG0010946	3	3
OG0010947	5	3
OG0010948	4	4
OG0010949	5	5
OG0010950	6	6
OG0010951	8	8
OG0010952	5	5
OG0010953	6	6
OG0010954	6	6
OG0010955	6	6
OG0010956	6	6
OG0010957	4	3
OG0010958	4	4
OG0010959	5	5
OG0010960	5	4
OG0010961	7	3
OG0010962	6	6
OG0010963	5	5
OG0010964	9	8
OG0010965	5	5
OG0010966	5	5
OG0010967	6	6
OG0010968	4	4
OG0010969	7	7
OG0010970	5	5
OG0010971	4	3
OG0010972	3	3
OG0010973	8	8
OG0010974	5	5
OG0010975	3	3
OG0010976	4	4
OG0010977	8	8
OG0010978	7	7
OG0010979	5	4
OG0010980	5	5
OG0010981	6	6
OG0010982	3	3
OG0010983	4	4
OG0010984	6	6
OG0010985	5	4
OG0010986	8	7
OG0010987	5	4
OG0010988	4	4
OG0010989	4	3
OG0010990	8	8
OG0010991	6	6
OG0010992	6	6
OG0010993	5	5
OG0010994	6	6
OG0010995	6	6
OG0010996	12	12
OG0010997	3	2
OG0010998	5	5
OG0010999	11	11
OG0011000	7	7
OG0011001	5	5
OG0011002	6	6
OG0011003	6	5
OG0011004	6	6
OG0011005	6	6
OG0011006	3	3
OG0011007	6	5
OG0011008	6	6
OG0011009	6	6
OG0011010	7	7
OG0011011	6	5
OG0011012	6	6
OG0011013	4	3
OG0011014	6	6
OG0011015	5	5
OG0011016	6	6
OG0011017	4	3
OG0011018	6	6
OG0011019	6	6
OG0011020	6	6
OG0011021	2	1
OG0011022	6	6
OG0011023	6	6
OG0011024	5	5
OG0011025	6	6
OG0011026	6	6
OG0011027	6	6
OG0011028	2	2
OG0011029	5	4
OG0011030	5	5
OG0011031	4	4
OG0011032	7	7
OG0011033	5	5
OG0011034	5	5
OG0011035	5	2
OG0011036	6	6
OG0011037	3	3
OG0011038	3	3
OG0011039	6	6
OG0011040	6	6
OG0011041	4	3
OG0011042	6	6
OG0011043	8	8
OG0011044	7	7
OG0011045	6	6
OG0011046	6	6
OG0011047	3	3
OG0011048	6	6
OG0011049	7	7
OG0011050	6	6
OG0011051	6	6
OG0011052	5	4
OG0011053	5	5
OG0011054	6	6
OG0011055	3	3
OG0011056	3	3
OG0011057	4	4
OG0011058	5	5
OG0011059	5	5
OG0011060	5	5
OG0011061	4	4
OG0011062	2	2
OG0011063	5	4
OG0011064	7	7
OG0011065	8	8
OG0011066	6	6
OG0011067	5	5
OG0011068	4	3
OG0011069	6	6
OG0011070	4	3
OG0011071	4	4
OG0011072	6	6
OG0011073	6	6
OG0011074	7	7
OG0011075	6	6
OG0011076	6	6
OG0011077	7	7
OG0011078	4	3
OG0011079	5	5
OG0011080	4	4
OG0011081	4	4
OG0011082	5	5
OG0011083	6	6
OG0011084	6	6
OG0011085	5	5
OG0011086	5	5
OG0011087	5	4
OG0011088	4	4
OG0011089	4	4
OG0011090	8	8
OG0011091	4	4
OG0011092	5	5
OG0011093	4	4
OG0011094	7	7
OG0011095	7	7
OG0011096	6	6
OG0011097	5	4
OG0011098	7	7
OG0011099	6	6
OG0011100	6	6
OG0011101	9	9
OG0011102	2	2
OG0011103	6	6
OG0011104	7	7
OG0011105	7	7
OG0011106	7	7
OG0011107	6	4
OG0011108	6	6
OG0011109	7	7
OG0011110	6	6
OG0011111	8	8
OG0011112	6	6
OG0011113	6	6
OG0011114	6	5
OG0011115	6	6
OG0011116	5	4
OG0011117	6	4
OG0011118	5	5
OG0011119	5	5
OG0011120	5	4
OG0011121	7	7
OG0011122	8	8
OG0011123	7	7
OG0011124	7	7
OG0011125	6	6
OG0011126	7	7
OG0011127	7	7
OG0011128	5	5
OG0011129	7	7
OG0011130	7	7
OG0011131	7	7
OG0011132	7	7
OG0011133	7	7
OG0011134	7	7
OG0011135	8	8
OG0011136	7	7
OG0011137	4	3
OG0011138	6	6
OG0011139	5	4
OG0011140	6	6
OG0011141	6	5
OG0011142	6	6
OG0011143	13	13
OG0011144	7	7
OG0011145	7	6
OG0011146	7	7
OG0011147	6	6
OG0011148	7	7
OG0011149	7	7
OG0011150	5	4
OG0011151	7	7
OG0011152	8	8
OG0011153	7	7
OG0011154	4	3
OG0011155	5	5
OG0011156	7	7
OG0011157	7	7
OG0011158	7	7
OG0011159	5	3
OG0011160	8	8
OG0011161	7	7
OG0011162	7	7
OG0011163	6	6
OG0011164	7	7
OG0011165	3	2
OG0011166	8	8
OG0011167	6	6
OG0011168	4	3
OG0011169	7	7
OG0011170	7	6
OG0011171	5	5
OG0011172	6	6
OG0011173	7	7
OG0011174	7	5
OG0011175	6	6
OG0011176	4	4
OG0011177	7	7
OG0011178	6	5
OG0011179	6	6
OG0011180	8	7
OG0011181	7	7
OG0011182	6	6
OG0011183	5	5
OG0011184	7	7
OG0011185	7	7
OG0011186	7	6
OG0011187	8	8
OG0011188	7	7
OG0011189	6	6
OG0011190	8	8
OG0011191	6	6
OG0011192	12	12
OG0011193	9	9
OG0011194	5	5
OG0011195	5	5
OG0011196	7	7
OG0011197	7	7
OG0011198	7	7
OG0011199	7	7
OG0011200	7	7
OG0011201	7	6
OG0011202	6	6
OG0011203	5	5
OG0011204	7	7
OG0011205	7	7
OG0011206	7	7
OG0011207	5	5
OG0011208	6	6
OG0011209	7	7
OG0011210	6	6
OG0011211	5	5
OG0011212	7	7
OG0011213	6	5
OG0011214	5	5
OG0011215	8	7
OG0011216	3	3
OG0011217	7	7
OG0011218	4	4
OG0011219	7	7
OG0011220	8	8
OG0011221	7	7
OG0011222	3	3
OG0011223	8	8
OG0011224	6	6
OG0011225	7	7
OG0011226	8	8
OG0011227	6	5
OG0011228	9	9
OG0011229	7	7
OG0011230	7	7
OG0011231	6	6
OG0011232	5	5
OG0011233	7	7
OG0011234	7	7
OG0011235	3	3
OG0011236	7	7
OG0011237	7	7
OG0011238	5	5
OG0011239	8	8
OG0011240	6	6
OG0011241	7	7
OG0011242	5	5
OG0011243	7	7
OG0011244	6	5
OG0011245	8	8
OG0011246	5	4
OG0011247	8	8
OG0011248	3	3
OG0011249	6	6
OG0011250	7	6
OG0011251	8	8
OG0011252	8	5
OG0011253	6	6
OG0011254	7	7
OG0011255	6	6
OG0011256	6	6
OG0011257	5	4
OG0011258	6	6
OG0011259	7	7
OG0011260	6	6
OG0011261	9	9
OG0011262	12	12
OG0011263	6	6
OG0011264	7	6
OG0011265	7	7
OG0011266	8	8
OG0011267	8	8
OG0011268	11	11
OG0011269	6	5
OG0011270	7	7
OG0011271	9	9
OG0011272	7	7
OG0011273	6	6
OG0011274	6	6
OG0011275	8	8
OG0011276	6	6
OG0011277	6	5
OG0011278	3	3
OG0011279	9	9
OG0011280	8	8
OG0011281	13	13
OG0011282	13	13
OG0011283	13	13
OG0011284	13	13
OG0011285	13	13
OG0011286	8	8
OG0011287	6	6
OG0011288	8	8
OG0011289	13	13
OG0011290	8	8
OG0011291	8	4
OG0011292	6	6
OG0011293	9	9
OG0011294	8	7
OG0011295	7	7
OG0011296	8	8
OG0011297	6	6
OG0011298	8	8
OG0011299	6	6
OG0011300	13	13
OG0011301	13	13
OG0011302	13	13
OG0011303	6	6
OG0011304	7	7
OG0011305	13	13
OG0011306	13	13
OG0011307	13	13
OG0011308	13	13
OG0011309	8	8
OG0011310	8	8
OG0011311	13	13
OG0011312	9	9
OG0011313	13	13
OG0011314	13	13
OG0011315	13	13
OG0011316	13	13
OG0011317	8	8
OG0011318	13	13
OG0011319	8	8
OG0011320	7	6
OG0011321	13	13
OG0011322	9	9
OG0011323	7	7
OG0011324	13	13
OG0011325	6	6
OG0011326	9	9
OG0011327	8	7
OG0011328	9	9
OG0011329	8	8
OG0011330	9	9
OG0011331	9	9
OG0011332	9	9
OG0011333	9	9
OG0011334	9	9
OG0011335	9	9
OG0011336	9	9
OG0011337	13	13
OG0011338	10	10
OG0011339	8	8
OG0011340	13	13
OG0011341	13	13
OG0011342	8	7
OG0011343	6	4
OG0011344	7	7
OG0011345	5	5
OG0011346	11	11
OG0011347	10	10
OG0011348	8	8
OG0011349	10	10
OG0011350	8	8
OG0011351	9	9
OG0011352	10	10
OG0011353	10	10
OG0011354	10	10
OG0011355	10	10
OG0011356	8	8
OG0011357	9	9
OG0011358	7	6
OG0011359	9	9
OG0011360	12	12
OG0011361	12	12
OG0011362	6	6
OG0011363	10	10
OG0011364	10	10
OG0011365	10	10
OG0011366	11	11
OG0011367	10	10
OG0011368	7	7
OG0011369	10	10
OG0011370	8	8
OG0011371	11	11
OG0011372	7	7
OG0011373	9	9
OG0011374	10	10
OG0011375	10	10
OG0011376	10	10
OG0011377	10	10
OG0011378	8	8
OG0011379	7	7
OG0011380	11	11
OG0011381	7	7
OG0011382	10	10
OG0011383	11	11
OG0011384	9	9
OG0011385	10	10
OG0011386	8	8
OG0011387	10	10
OG0011388	9	9
OG0011389	8	8
OG0011390	11	11
OG0011391	9	9
OG0011392	11	11
OG0011393	11	11
OG0011394	10	10
OG0011395	9	9
OG0011396	9	9
OG0011397	6	6
OG0011398	9	9
OG0011399	11	11
OG0011400	9	9
OG0011401	11	11
OG0011402	6	6
OG0011403	12	12
OG0011404	10	10
OG0011405	9	9
OG0011406	8	7
OG0011407	12	12
OG0011408	11	11
OG0011409	10	10
OG0011410	9	7
OG0011411	9	8
OG0011412	8	8
OG0011413	8	8
OG0011414	12	12
OG0011415	9	9
OG0011416	9	9
OG0011417	5	5
OG0011418	9	9
OG0011419	9	9
OG0011420	8	8
OG0011421	8	8
OG0011422	10	10
OG0011423	11	11
OG0011424	10	10
OG0011425	12	12
OG0011426	12	12
OG0011427	11	11
OG0011428	10	10
OG0011429	9	8
OG0011430	10	10
OG0011431	10	10
OG0011432	10	10
OG0011433	11	11
OG0011434	7	6
OG0011435	10	10
OG0011436	7	7
OG0011437	11	11
OG0011438	9	9
OG0011439	10	10
OG0011440	11	11
OG0011441	10	10
OG0011442	10	10
OG0011443	10	10
OG0011444	9	9
OG0011445	10	10
OG0011446	11	11
OG0011447	7	7
OG0011448	11	11
OG0011449	11	11
OG0011450	9	9
OG0011451	13	13
OG0011452	12	12
OG0011453	12	12
OG0011454	12	12
OG0011455	12	12
OG0011456	12	12
OG0011457	13	13
OG0011458	13	13
OG0011459	13	13
OG0011460	13	13
OG0011461	13	13
OG0011462	13	13
OG0011463	13	13
OG0011464	13	13
OG0011465	13	13
OG0011466	13	13
OG0011467	13	13
OG0011468	13	13
OG0011469	13	13
OG0011470	13	13
OG0011471	13	13
OG0011472	13	13
OG0011473	10	10
OG0011474	12	12
OG0011475	10	10
OG0011476	12	12
OG0011477	12	12
OG0011478	5	5
OG0011479	12	12
OG0011480	12	12
OG0011481	6	6
OG0011482	12	12
OG0011483	5	3
OG0011484	5	5
OG0011485	5	5
OG0011486	12	12
OG0011487	4	4
OG0011488	5	5
OG0011489	5	5
OG0011490	2	2
OG0011491	3	0
OG0011492	5	5
OG0011493	5	5
OG0011494	5	5
OG0011495	6	6
OG0011496	5	5
OG0011497	5	5
OG0011498	6	6
OG0011499	4	4
OG0011500	12	12
OG0011501	12	12
OG0011502	12	12
OG0011503	4	4
OG0011504	11	11
OG0011505	11	11
OG0011506	12	12
OG0011507	3	3
OG0011508	5	5
OG0011509	5	4
OG0011510	5	5
OG0011511	4	4
OG0011512	12	12
OG0011513	4	4
OG0011514	10	10
OG0011515	4	4
OG0011516	5	5
OG0011517	3	3
OG0011518	5	5
OG0011519	5	5
OG0011520	4	3
OG0011521	5	5
OG0011522	5	4
OG0011523	4	4
OG0011524	3	3
OG0011525	9	9
OG0011526	8	8
OG0011527	3	3
OG0011528	4	3
OG0011529	7	7
OG0011530	5	5
OG0011531	3	3
OG0011532	9	8
OG0011533	6	6
OG0011534	4	4
OG0011535	9	9
OG0011536	5	5
OG0011537	12	12
OG0011538	5	5
OG0011539	5	5
OG0011540	5	5
OG0011541	4	4
OG0011542	2	2
OG0011543	5	4
OG0011544	4	4
OG0011545	2	2
OG0011546	3	3
OG0011547	6	6
OG0011548	5	5
OG0011549	4	2
OG0011550	5	5
OG0011551	4	3
OG0011552	5	5
OG0011553	5	5
OG0011554	5	5
OG0011555	4	2
OG0011556	12	12
OG0011557	9	9
OG0011558	5	5
OG0011559	5	5
OG0011560	5	5
OG0011561	5	5
OG0011562	6	6
OG0011563	6	6
OG0011564	5	5
OG0011565	5	5
OG0011566	5	5
OG0011567	3	3
OG0011568	4	4
OG0011569	5	5
OG0011570	5	4
OG0011571	4	3
OG0011572	5	5
OG0011573	4	4
OG0011574	4	3
OG0011575	4	4
OG0011576	3	3
OG0011577	4	4
OG0011578	5	5
OG0011579	2	1
OG0011580	3	3
OG0011581	3	3
OG0011582	5	5
OG0011583	3	1
OG0011584	5	5
OG0011585	6	6
OG0011586	4	4
OG0011587	5	5
OG0011588	5	5
OG0011589	5	5
OG0011590	7	7
OG0011591	5	4
OG0011592	5	5
OG0011593	4	3
OG0011594	5	5
OG0011595	2	2
OG0011596	5	4
OG0011597	4	3
OG0011598	5	5
OG0011599	5	5
OG0011600	6	6
OG0011601	4	4
OG0011602	5	5
OG0011603	5	5
OG0011604	5	5
OG0011605	4	4
OG0011606	11	11
OG0011607	5	5
OG0011608	6	6
OG0011609	4	4
OG0011610	4	4
OG0011611	5	5
OG0011612	5	5
OG0011613	5	5
OG0011614	2	2
OG0011615	3	3
OG0011616	5	5
OG0011617	12	12
OG0011618	5	5
OG0011619	5	5
OG0011620	2	2
OG0011621	4	2
OG0011622	5	5
OG0011623	4	4
OG0011624	3	3
OG0011625	6	6
OG0011626	4	4
OG0011627	5	5
OG0011628	2	2
OG0011629	5	5
OG0011630	4	4
OG0011631	3	3
OG0011632	3	3
OG0011633	5	5
OG0011634	5	5
OG0011635	3	3
OG0011636	5	5
OG0011637	3	3
OG0011638	3	3
OG0011639	5	4
OG0011640	4	4
OG0011641	6	6
OG0011642	4	2
OG0011643	4	4
OG0011644	3	3
OG0011645	8	8
OG0011646	5	5
OG0011647	5	5
OG0011648	3	3
OG0011649	5	5
OG0011650	5	5
OG0011651	4	4
OG0011652	4	3
OG0011653	4	3
OG0011654	4	4
OG0011655	4	4
OG0011656	4	4
OG0011657	4	4
OG0011658	3	3
OG0011659	4	3
OG0011660	5	5
OG0011661	4	3
OG0011662	3	2
OG0011663	4	4
OG0011664	5	5
OG0011665	4	3
OG0011666	4	3
OG0011667	4	4
OG0011668	5	5
OG0011669	4	4
OG0011670	3	3
OG0011671	4	4
OG0011672	6	6
OG0011673	5	5
OG0011674	4	3
OG0011675	2	1
OG0011676	5	5
OG0011677	4	4
OG0011678	3	2
OG0011679	7	7
OG0011680	3	2
OG0011681	4	2
OG0011682	5	5
OG0011683	4	4
OG0011684	4	4
OG0011685	4	2
OG0011686	5	5
OG0011687	3	3
OG0011688	4	2
OG0011689	4	2
OG0011690	4	3
OG0011691	5	4
OG0011692	2	2
OG0011693	6	4
OG0011694	4	2
OG0011695	4	4
OG0011696	4	3
OG0011697	5	5
OG0011698	5	5
OG0011699	5	5
OG0011700	5	5
OG0011701	4	4
OG0011702	4	4
OG0011703	4	4
OG0011704	5	5
OG0011705	5	5
OG0011706	2	2
OG0011707	5	4
OG0011708	4	4
OG0011709	4	4
OG0011710	5	5
OG0011711	3	2
OG0011712	7	7
OG0011713	4	4
OG0011714	4	3
OG0011715	5	5
OG0011716	4	3
OG0011717	4	4
OG0011718	5	5
OG0011719	4	2
OG0011720	4	4
OG0011721	5	5
OG0011722	4	4
OG0011723	6	6
OG0011724	5	5
OG0011725	5	5
OG0011726	4	1
OG0011727	5	5
OG0011728	4	4
OG0011729	5	4
OG0011730	9	9
OG0011731	4	4
OG0011732	4	4
OG0011733	4	3
OG0011734	4	4
OG0011735	3	3
OG0011736	5	4
OG0011737	2	2
OG0011738	4	4
OG0011739	5	5
OG0011740	5	4
OG0011741	4	4
OG0011742	5	5
OG0011743	5	5
OG0011744	5	5
OG0011745	2	2
OG0011746	4	4
OG0011747	7	7
OG0011748	4	4
OG0011749	5	5
OG0011750	4	3
OG0011751	5	5
OG0011752	6	6
OG0011753	2	2
OG0011754	5	5
OG0011755	4	4
OG0011756	5	5
OG0011757	2	2
OG0011758	5	5
OG0011759	4	4
OG0011760	4	4
OG0011761	5	5
OG0011762	4	4
OG0011763	3	3
OG0011764	5	5
OG0011765	4	4
OG0011766	4	4
OG0011767	5	5
OG0011768	5	5
OG0011769	5	5
OG0011770	5	5
OG0011771	5	5
OG0011772	5	5
OG0011773	4	4
OG0011774	4	4
OG0011775	4	3
OG0011776	5	5
OG0011777	5	5
OG0011778	4	2
OG0011779	5	5
OG0011780	4	4
OG0011781	9	9
OG0011782	2	2
OG0011783	5	5
OG0011784	4	4
OG0011785	3	3
OG0011786	3	3
OG0011787	2	2
OG0011788	4	3
OG0011789	4	4
OG0011790	3	3
OG0011791	4	2
OG0011792	5	5
OG0011793	5	5
OG0011794	11	11
OG0011795	7	7
OG0011796	5	5
OG0011797	4	4
OG0011798	6	6
OG0011799	5	5
OG0011800	7	5
OG0011801	7	7
OG0011802	3	3
OG0011803	5	5
OG0011804	6	6
OG0011805	6	6
OG0011806	5	4
OG0011807	5	5
OG0011808	5	5
OG0011809	6	6
OG0011810	5	5
OG0011811	4	3
OG0011812	6	6
OG0011813	5	4
OG0011814	4	4
OG0011815	6	6
OG0011816	6	6
OG0011817	5	5
OG0011818	5	5
OG0011819	6	6
OG0011820	6	6
OG0011821	6	6
OG0011822	5	5
OG0011823	6	6
OG0011824	6	6
OG0011825	6	6
OG0011826	5	4
OG0011827	6	6
OG0011828	6	6
OG0011829	6	6
OG0011830	3	3
OG0011831	6	6
OG0011832	5	5
OG0011833	6	6
OG0011834	4	4
OG0011835	6	6
OG0011836	6	6
OG0011837	5	5
OG0011838	6	6
OG0011839	6	6
OG0011840	7	7
OG0011841	4	3
OG0011842	4	4
OG0011843	6	6
OG0011844	6	6
OG0011845	5	5
OG0011846	5	5
OG0011847	6	6
OG0011848	7	7
OG0011849	4	3
OG0011850	5	4
OG0011851	5	3
OG0011852	5	5
OG0011853	6	6
OG0011854	6	6
OG0011855	6	6
OG0011856	5	5
OG0011857	6	6
OG0011858	3	3
OG0011859	6	6
OG0011860	6	6
OG0011861	3	3
OG0011862	6	6
OG0011863	6	6
OG0011864	5	5
OG0011865	7	7
OG0011866	5	5
OG0011867	6	6
OG0011868	6	6
OG0011869	4	3
OG0011870	5	5
OG0011871	2	2
OG0011872	6	6
OG0011873	8	8
OG0011874	6	5
OG0011875	6	6
OG0011876	7	7
OG0011877	6	6
OG0011878	8	8
OG0011879	3	3
OG0011880	4	4
OG0011881	6	6
OG0011882	6	6
OG0011883	5	5
OG0011884	6	6
OG0011885	7	7
OG0011886	7	7
OG0011887	6	6
OG0011888	5	5
OG0011889	7	7
OG0011890	6	6
OG0011891	5	5
OG0011892	5	5
OG0011893	6	5
OG0011894	5	5
OG0011895	6	6
OG0011896	3	3
OG0011897	3	3
OG0011898	5	5
OG0011899	6	6
OG0011900	12	12
OG0011901	5	5
OG0011902	4	4
OG0011903	5	5
OG0011904	6	6
OG0011905	4	4
OG0011906	5	5
OG0011907	5	3
OG0011908	6	6
OG0011909	6	6
OG0011910	6	5
OG0011911	6	6
OG0011912	3	3
OG0011913	10	10
OG0011914	6	6
OG0011915	6	6
OG0011916	6	6
OG0011917	5	5
OG0011918	6	6
OG0011919	6	6
OG0011920	6	6
OG0011921	5	5
OG0011922	4	4
OG0011923	6	6
OG0011924	7	7
OG0011925	6	6
OG0011926	5	5
OG0011927	4	3
OG0011928	5	5
OG0011929	5	5
OG0011930	4	4
OG0011931	6	6
OG0011932	6	6
OG0011933	5	5
OG0011934	5	5
OG0011935	7	7
OG0011936	7	7
OG0011937	5	5
OG0011938	6	6
OG0011939	6	6
OG0011940	5	4
OG0011941	7	5
OG0011942	4	4
OG0011943	5	5
OG0011944	10	10
OG0011945	7	7
OG0011946	6	6
OG0011947	7	7
OG0011948	6	6
OG0011949	6	6
OG0011950	6	6
OG0011951	6	6
OG0011952	6	6
OG0011953	6	6
OG0011954	6	6
OG0011955	5	5
OG0011956	12	12
OG0011957	5	5
OG0011958	8	8
OG0011959	7	7
OG0011960	7	7
OG0011961	7	7
OG0011962	5	5
OG0011963	8	8
OG0011964	12	12
OG0011965	6	6
OG0011966	12	12
OG0011967	12	12
OG0011968	12	12
OG0011969	6	6
OG0011970	6	5
OG0011971	12	12
OG0011972	8	8
OG0011973	5	5
OG0011974	12	12
OG0011975	6	6
OG0011976	5	5
OG0011977	7	7
OG0011978	7	6
OG0011979	12	12
OG0011980	7	6
OG0011981	7	7
OG0011982	7	7
OG0011983	7	7
OG0011984	7	7
OG0011985	5	5
OG0011986	7	7
OG0011987	12	12
OG0011988	12	12
OG0011989	7	7
OG0011990	8	8
OG0011991	12	12
OG0011992	6	6
OG0011993	12	12
OG0011994	6	6
OG0011995	12	12
OG0011996	12	12
OG0011997	12	12
OG0011998	12	12
OG0011999	12	12
OG0012000	10	10
OG0012001	6	6
OG0012002	12	12
OG0012003	12	12
OG0012004	12	12
OG0012005	12	12
OG0012006	12	12
OG0012007	8	7
OG0012008	8	8
OG0012009	7	7
OG0012010	6	6
OG0012011	7	7
OG0012012	7	7
OG0012013	7	6
OG0012014	8	8
OG0012015	8	8
OG0012016	12	12
OG0012017	12	12
OG0012018	12	12
OG0012019	7	7
OG0012020	6	6
OG0012021	8	8
OG0012022	7	7
OG0012023	7	7
OG0012024	8	8
OG0012025	5	5
OG0012026	7	6
OG0012027	12	12
OG0012028	12	12
OG0012029	8	8
OG0012030	7	7
OG0012031	6	5
OG0012032	8	6
OG0012033	12	12
OG0012034	8	8
OG0012035	8	8
OG0012036	6	1
OG0012037	7	6
OG0012038	8	8
OG0012039	12	12
OG0012040	12	12
OG0012041	3	3
OG0012042	8	8
OG0012043	8	8
OG0012044	8	8
OG0012045	7	6
OG0012046	8	8
OG0012047	8	8
OG0012048	6	6
OG0012049	7	7
OG0012050	6	5
OG0012051	8	8
OG0012052	8	8
